Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Special Offer - Delivery,Tax on Special Offer - Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Merchant Fee,Tax on Merchant Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date,Markup Amount,Markup Tax,Service Fee %
The Berliner Doner Kebab,,#A0807,23740fdf-dc9a-4fdf-9865-99602d9a0807,Delivery - Partner Using Uber App,iOS,Completed,2021-04-01,11:31,14,1.43,15.43,0,0,0,0,0,0,0,0,15.43,-2.1,0,0,0,0,0,,0,-1.68,0,11.9,2021-04-05,0,0,
The Berliner Doner Kebab,,#A0807,23740fdf-dc9a-4fdf-9865-99602d9a0807,,Unknown,Refund,2021-04-01,11:31,-2,0,-2,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-2,2021-04-05,,,
The Berliner Doner Kebab,,#D1B3C,c9ac2fc1-eeda-478a-a512-a255527d1b3c,Delivery - Partner Using Uber App,iOS,Completed,2021-04-01,11:11,25,2.58,27.58,0,0,0,0,0,0,0,0,27.58,-3.75,0,0,0,0,0,,0,-2.96,0,21.25,2021-04-05,0,0,
The Berliner Doner Kebab,,#54E95,f2b1ba78-239c-458c-9c95-1abf20754e95,Delivery - Partner Using Uber App,Android,Completed,2021-04-01,11:20,15.25,1.57,16.82,0,0,0,0,0,0,0,0,16.82,-2.29,0,0,0,0,0,,0,-1.8,0,12.96,2021-04-05,0,0,
The Berliner Doner Kebab,,#AD8A4,a23566f2-6e23-4d89-a73e-808c1a4ad8a4,Delivery - Partner Using Uber App,iOS,Completed,2021-04-01,11:11,16,1.65,17.65,0,0,0,0,0,0,0,0,17.65,-2.4,0,0,0,0,0,,0,-1.89,0,13.6,2021-04-05,0,0,
The Berliner Doner Kebab,,#0B734,f6f7c1b8-9ec9-454b-b3de-ac1d9620b734,Pickup,Uber Eats Web,Completed,2021-04-01,11:50,29,2.97,31.97,0,0,0,0,0,0,0,0,31.97,0,0,0,0,0,0,,0,-2.97,0,29,2021-04-05,0,0,
The Berliner Doner Kebab,,#FF88A,a7e14383-b659-473c-8bff-e52849dff88a,Delivery - Partner Using Uber App,iOS,Completed,2021-04-01,13:28,22,2.26,24.26,0,0,0,0,0,0,0,0,24.26,-3.3,0,0,0,0,0,,0,-2.59,0,18.7,2021-04-05,0,0,
The Berliner Doner Kebab,,#62310,71b55ab4-a1ae-4587-a1e6-67ba9aa62310,Pickup,Android,Completed,2021-04-01,13:28,11,1.13,12.13,0,0,0,0,0,0,0,0,12.13,0,0,0,0,0,0,,0,-1.13,0,11,2021-04-05,0,0,
The Berliner Doner Kebab,,#98CD6,6ffc5381-7fc1-4a53-a757-631e4a098cd6,Delivery - Partner Using Uber App,iOS,Completed,2021-04-01,16:46,24,2.47,26.47,0,0,0,0,0,0,0,0,26.47,-3.6,0,0,0,0,0,,0,-2.84,0,20.4,2021-04-05,0,0,
The Berliner Doner Kebab,,#74B2C,e2e79c63-79a4-4635-919f-3bbee0974b2c,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-01,16:59,23,2.36,25.36,0,0,0,0,0,0,0,0,25.36,-3.45,0,0,0,0,0,,0,-2.71,0,19.55,2021-04-05,0,0,
The Berliner Doner Kebab,,#AA3E6,0bc9168c-7806-4f07-a0cf-c06fd2daa3e6,Delivery - Partner Using Uber App,iOS,Completed,2021-04-01,19:25,25,2.57,27.57,0,0,0,0,0,0,0,0,27.57,-3.75,0,0,0,0,0,,0,-2.94,0,21.25,2021-04-05,0,0,
The Berliner Doner Kebab,,#41EC0,7b61e093-856f-448e-9c12-ea30a5d41ec0,,Unknown,Refund,2021-03-31,11:26,-3.25,0,-3.25,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-3.25,2021-04-05,,,
The Berliner Doner Kebab,,#60033,dc30e6fe-623f-4a6f-9893-e08372660033,Delivery - Partner Using Uber App,iOS,Completed,2021-04-02,11:41,16,1.65,17.65,0,0,0,0,0,0,0,0,17.65,-2.4,0,0,0,0,0,,0,-1.88,0,13.6,2021-04-05,0,0,
The Berliner Doner Kebab,,#98646,63f6fcf7-8963-4584-ae58-4a0292a98646,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-02,12:06,12,1.23,13.23,0,0,0,0,0,0,0,0,13.23,-1.8,0,0,0,0,0,,0,-1.47,0,10.2,2021-04-05,0,0,
The Berliner Doner Kebab,,#ACBA0,73125bf3-b6ae-49a3-9177-d06e882acba0,Delivery - Partner Using Uber App,Android,Completed,2021-04-05,12:21,11,1.14,12.14,0,0,0,0,0,0,0,0,12.14,-1.65,0,0,0,0,0,,0,-1.31,0,9.35,2021-04-12,0,0,15
The Berliner Doner Kebab,,#85FB6,fee9ea28-8c78-4b40-b3c3-3deb45685fb6,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-05,12:02,12,1.23,13.23,0,0,0,0,0,0,0,0,13.23,-1.8,0,0,0,0,0,,0,-1.47,0,10.2,2021-04-12,0,0,15
The Berliner Doner Kebab,,#3A5C7,6956f29c-d52d-4ecc-bffa-9edf06b3a5c7,Delivery - Partner Using Uber App,iOS,Completed,2021-04-05,12:41,11,1.13,12.13,0,0,0,0,0,0,0,0,12.13,-1.65,0,0,0,0,0,,0,-1.4,0,9.35,2021-04-12,0,0,15
The Berliner Doner Kebab,,#878C0,803eb466-7873-414e-bad4-01c1648878c0,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-06,11:36,34,3.48,37.48,0,0,0,0,0,0,0,0,37.48,-5.1,0,0,0,0,0,,0,-3.94,0,28.9,2021-04-12,0,0,15
The Berliner Doner Kebab,,#3AF3D,aa77b156-f058-40a8-acba-38707433af3d,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-06,11:25,15,1.54,16.54,0,0,0,0,0,0,0,0,16.54,-2.25,0,0,0,0,0,,0,-1.77,0,12.75,2021-04-12,0,0,15
The Berliner Doner Kebab,,#4031C,d40b32c6-c581-4c78-8a21-8ebfe374031c,Delivery - Partner Using Uber App,iOS,Completed,2021-04-06,11:31,24,2.47,26.47,0,0,0,0,0,0,0,0,26.47,-3.6,0,0,0,0,0,,0,-2.83,0,20.4,2021-04-12,0,0,15
The Berliner Doner Kebab,,#3D70F,3379e21c-eed6-439f-aecc-660e22b3d70f,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-06,12:14,16,1.64,17.64,0,0,0,0,0,0,0,0,17.64,-2.4,0,0,0,0,0,,0,-1.89,0,13.6,2021-04-12,0,0,15
The Berliner Doner Kebab,,#C7C52,d0a6f2e2-24c8-4acd-a697-96a6fcfc7c52,Pickup,Android,Completed,2021-04-06,11:43,11,1.13,12.13,0,0,0,0,0,0,0,0,12.13,0,0,0,0,0,0,,0,-1.13,0,11,2021-04-12,0,0,
The Berliner Doner Kebab,,#E9705,905c361d-4555-45db-a991-c56ed1de9705,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-06,13:10,11,1.12,12.12,0,0,0,0,0,0,0,0,12.12,-1.65,0,0,0,0,0,,0,-1.37,0,9.35,2021-04-12,0,0,15
The Berliner Doner Kebab,,#FCE21,0b180ca6-d556-4304-a875-2004a28fce21,Pickup,iOS,Completed,2021-04-06,12:18,13,1.33,14.33,0,0,0,0,0,0,0,0,14.33,0,0,0,0,0,0,,0,-1.33,0,13,2021-04-12,0,0,
The Berliner Doner Kebab,,#BE453,c024417c-9182-45fd-9ce9-be6e10abe453,Pickup,iOS,Completed,2021-04-06,13:20,44,3.2,47.2,0,0,-13,-0.02,0,0,0,0,47.2,0,0,0,0,0,0,,0,-3.18,0,31,2021-04-12,0,0,
The Berliner Doner Kebab,,#C9A8B,a2cf0ab1-551d-46f7-b842-7f62bbec9a8b,Pickup,Android,Completed,2021-04-06,13:55,28,2.87,30.87,0,0,0,0,0,0,0,0,30.87,0,0,0,0,0,0,,0,-2.87,0,28,2021-04-12,0,0,
The Berliner Doner Kebab,,#A1C50,d27769d7-a9b6-439b-9287-986bd1ea1c50,Delivery - Partner Using Uber App,iOS,Completed,2021-04-07,11:26,33.75,3.45,37.2,0,0,0,0,0,0,0,0,37.2,-5.06,0,0,0,0,0,,0,-3.92,0,28.69,2021-04-12,0,0,15
The Berliner Doner Kebab,,#90AAA,55207eb3-fa30-4f57-a667-4c0cfce90aaa,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-07,11:09,12,1.23,13.23,0,0,0,0,0,0,0,0,13.23,-1.8,0,0,0,0,0,,0,-1.47,0,10.2,2021-04-12,0,0,15
The Berliner Doner Kebab,,#245E8,41d2d38e-7a4b-4f7a-9dff-dc09ec6245e8,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-07,11:43,20,2.05,22.05,0,0,0,0,0,0,0,0,22.05,-3,0,0,0,0,0,,0,-2.36,0,17,2021-04-12,0,0,15
The Berliner Doner Kebab,,#2E934,28e420e3-0df1-4751-8276-f213b342e934,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-07,12:05,16,1.65,17.65,0,0,0,0,0,0,0,0,17.65,-2.4,0,0,0,0,0,,0,-1.89,0,13.6,2021-04-12,0,0,15
The Berliner Doner Kebab,,#81983,dbb943a7-87ce-448a-a0d6-4f7486181983,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2021-04-07,12:44,12,1.23,13.23,0,0,0,0,0,0,0,0,13.23,-1.8,0,0,0,0,0,,0,-1.47,0,10.2,2021-04-12,0,0,15
The Berliner Doner Kebab,,#57630,18c746b3-b01e-4225-bade-9fd998757630,Delivery - Partner Using Uber App,Android,Completed,2021-04-07,12:23,15.25,1.56,16.81,0,0,0,0,0,0,0,0,16.81,-2.29,0,0,0,0,0,,0,-1.82,0,12.96,2021-04-12,0,0,15
The Berliner Doner Kebab,,#57630,18c746b3-b01e-4225-bade-9fd998757630,,Unknown,Refund,2021-04-07,12:23,-3.25,0,-3.25,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,-3.25,2021-04-12,,,
The Berliner Doner Kebab,,#89500,46a3f1a9-c142-4690-9543-7ac45a389500,Delivery - Partner Using Uber App,Android,Completed,2021-04-07,15:17,15.25,1.56,16.81,0,0,0,0,0,0,0,0,16.81,-2.29,0,0,0,0,0,,0,-1.81,0,12.96,2021-04-12,0,0,15
