"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","DOORDASH_ORDER_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","STAFF_TIP","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","PAYOUT_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE"
"19:27:43","2021-04-23","12:27:43","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","1f4ba362-7679-4b10-a413-156d4880b5ef","=""4880b5ef""","10391662","be94229f-1e23-466d-9951-45450b80dc7d","Order Received Time: 2021-04-23 19:03:49.919000000
Order Pickup Time: 2021-04-23 19:27:43.709680000","Delivered","USD",12.00,0.00,1.80,0.00,0.00,0.00,10.20,0.00,"2173788769",139015617,0.00,1.23
"19:53:14","2021-04-23","12:53:14","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","ae1c9cb4-a39f-43ab-ae98-32269d5edd48","=""9d5edd48""","10392021","3edf93b3-3233-4db4-aa44-21acd4c6087a","Order Received Time: 2021-04-23 19:13:36.617000000
Order Pickup Time: 2021-04-23 19:53:14.818058000","Delivered","USD",12.00,0.00,1.80,0.00,0.00,0.00,10.20,0.00,"2173928470",139015617,0.00,1.23
"20:11:08","2021-04-23","13:11:08","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","8ec85100-bee1-40f4-87c0-f2164b3facdb","=""4b3facdb""","10393417","aa5af50e-4e4a-4699-bd81-6252f84ee0c1","Order Received Time: 2021-04-23 19:54:59.447000000
Order Pickup Time: 2021-04-23 20:11:08.282417000","Delivered","USD",13.00,0.00,1.95,0.00,0.00,0.00,11.05,0.00,"2174024944",139015617,0.00,1.33
"20:11:10","2021-04-23","13:11:10","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","5370128a-9dff-40fa-8640-a09aef6f5493","=""ef6f5493""","10393456","81dd91a5-8838-417c-b74f-a942c232987e","Order Received Time: 2021-04-23 19:56:06.368000000
Order Pickup Time: 2021-04-23 20:11:10.081054000","Delivered","USD",11.00,0.00,1.65,0.00,0.00,0.00,9.35,0.00,"2174025139",139015617,0.00,1.13
"21:11:36","2021-04-23","14:11:36","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","6a141c1c-923d-4351-82c8-9cc85939a955","=""5939a955""","10395411","ae1c426e-3699-43ce-93dc-70be573f7356","Order Received Time: 2021-04-23 20:51:35.702000000
Order Pickup Time: 2021-04-23 21:11:36.128315000","Delivered","USD",13.00,0.00,1.95,0.00,0.00,0.00,11.05,0.00,"2174357705",139015617,0.00,1.33
"21:30:36","2021-04-23","14:30:36","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","d7e47a20-2c24-4a85-b31b-5a11a556e397","=""a556e397""","10394249","419eac2d-9ba1-4609-b294-4231c5cf16dd","Order Received Time: 2021-04-23 20:20:20.599000000
Order Pickup Time: 2021-04-23 21:30:36.662332000","Picked Up","USD",14.50,0.00,2.18,0.00,0.00,0.00,12.32,0.00,"2174474851",139015617,0.00,1.49
"23:14:43","2021-04-23","16:14:43","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","8e39013a-f4fb-4556-be83-79629c189d27","=""9c189d27""","10403609","a03f5b25-0fca-4626-b4db-ad43f7237897","Order Received Time: 2021-04-23 22:59:54.100000000
Order Pickup Time: 2021-04-23 23:14:43.032721000","Delivered","USD",13.00,0.00,1.95,0.00,0.00,0.00,11.05,0.00,"2175271937",139015617,0.00,1.33
"00:28:57","2021-04-24","17:28:57","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","f10a0ee6-1cfc-4987-b18f-31cedfce6b7e","=""dfce6b7e""","10408224","590411ea-781d-4d88-ba35-c42cd6e5a91f","Order Received Time: 2021-04-23 23:56:49.565000000
Order Pickup Time: 2021-04-24 00:28:57.324686000","Delivered","USD",24.00,0.00,2.88,0.00,5.79,0.00,15.33,0.00,"2175945292",139015617,0.00,1.97
"00:36:03","2021-04-24","17:36:03","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","8e6e9c10-c048-4e2e-be1b-3980bb637dea","=""bb637dea""","10409522","8a3ac88c-af69-4776-87a8-094eb4f5a104","Order Received Time: 2021-04-24 00:11:50.470000000
Order Pickup Time: 2021-04-24 00:36:03.284388000","Picked Up","USD",11.00,0.00,1.65,0.00,0.00,1.21,10.56,0.00,"2176013128",139015617,0.00,1.13
"00:57:18","2021-04-24","17:57:18","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","19f77268-6f42-4729-8dc4-7421c4f1b240","=""c4f1b240""","10411596","ff45d62e-fb89-4050-951a-39e8a9164d43","Order Received Time: 2021-04-24 00:35:54.465000000
Order Pickup Time: 2021-04-24 00:57:18.826345000","Delivered","USD",23.00,0.00,2.76,0.00,5.59,0.00,14.65,0.00,"2176210983",139015617,0.00,1.89
"01:20:52","2021-04-24","18:20:52","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","e43084aa-233c-47cf-b279-ceefd4025760","=""d4025760""","10413625","5ad1daba-f3b0-4982-87f7-46f4130509d9","Order Received Time: 2021-04-24 01:01:56.136000000
Order Pickup Time: 2021-04-24 01:20:52.968172000","Delivered","USD",17.50,0.00,2.63,0.00,0.00,0.00,14.87,0.00,"2176426203",139015617,0.00,1.79
"01:43:10","2021-04-24","18:43:10","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","8be32c4d-605f-494d-bb0d-3db790a1ddf5","=""90a1ddf5""","10415140","7ca35f87-5e0a-44ec-8b89-bf9316312f06","Order Received Time: 2021-04-24 01:22:51.207000000
Order Pickup Time: 2021-04-24 01:43:10.901951000","Delivered","USD",15.50,0.00,1.86,0.00,4.09,0.00,9.55,0.00,"2176617798",139015617,0.00,1.27
"03:32:11","2021-04-24","20:32:11","2021-04-23","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","DELIVERY","2df52b96-450a-4df7-a26c-f179bcdd7c77","=""bcdd7c77""","10418316","d8668845-c024-4cc1-87fc-7ca7b91eabb3","Order Received Time: 2021-04-24 02:16:32.850000000
Order Pickup Time: 2021-04-24 03:32:11.680731000","Picked Up","USD",23.00,0.00,3.45,0.00,0.00,0.00,19.55,0.00,"2177337930",139015617,0.00,1.85
"11:00:37","2021-04-25","04:00:37","2021-04-25","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","ADJUSTMENT","2183508770","NULL","N/A","N/A","Tablet subscription fee","N/A","USD",-6.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,"2183508770",139015617,0.00,0.00
"11:02:08","2021-04-25","04:02:08","2021-04-25","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","ADJUSTMENT","2183553660","NULL","N/A","N/A","Printer subscription fee","N/A","USD",-3.15,0.00,0.00,0.00,0.00,0.00,0.00,3.15,"2183553660",139015617,0.00,0.00
"09:02:17","2021-04-29","02:02:17","2021-04-29","2021-04-29 09:02:17.765060000","2021-04-29",883572,396694,"The Berliner Döner Kebab (Westlake Ave N)","NULL","PAYOUT","139015617","NULL","N/A","N/A","NULL","N/A","USD",587.15,0.00,0.00,0.00,0.00,0.00,0.00,587.15,"NULL",139015617,0.00,0.00
