"STORE_ID","STORE_NAME","BUSINESS_ID","MERCHANT_STORE_ID","TRANSACTIONS_START_LOCAL_DATE","TRANSACTIONS_END_LOCAL_DATE","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX","DRIVE_CHARGE","MARKETING_FEES","STAFF_TIPS","ERROR_CHARGES","ADJUSTMENTS","TOTAL_BEFORE_ADJUSTMENTS","ESTIMATED_PAYOUT","TAX_REMITTED_BY_DOORDASH_TO_STATE"
883572,"The Berliner Döner Kebab (Westlake Ave N)",396694,"NULL","2021-04-01","2021-04-30",3172.25,3.59,437.34,0.00,0.00,144.64,65.49,0.00,-27.45,2659.35,2631.90,307.23
